,query,target_query,generated_query
16,which movies are about sam katzman,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""sam katzman"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'sam katzman'
RETURN m.name"
17,what films are about wes craven,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""wes craven"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'wes craven'
RETURN m.name as Film"
18,what movies are about monty python,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""monty python"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'monty python'
RETURN m.name"
19,which movies are about h.c. potter,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""h.c. potter"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_GENRE]->(g:Genre)
WHERE m.name = ""h.c. potter""
RETURN m.name"
20,which movies can be described by claude berri,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""claude berri"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'claude berri'})
RETURN m"
21,what movies can be described with bollywood,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""bollywood"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag {name: ""bollywood""})
RETURN m"
22,what movies are about salt lake city,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""salt lake city"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'salt lake city'
RETURN m.name"
23,which movies are about white house,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""white house"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'white house'
RETURN m.name"
24,what movies can be described with michigan,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""michigan"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag) 
WHERE t.name = ""michigan""
RETURN m.name"
25,which films can be described by angel,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""angel"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'angel'
RETURN m.name"
26,which films can be described by neill blomkamp,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""neill blomkamp"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director {name: 'neill blomkamp'})
RETURN m"
27,which movies can be described by international,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""international"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'international'
RETURN m.name"
28,what movies can be described by strippers,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""strippers"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'strippers'
RETURN m.name"
29,what movies are about overpopulation,"MATCH (n1)<-[:HAS_TAGS]-(n2) WHERE n1.name = ""overpopulation"" RETURN DISTINCT n2.name","MATCH (m:Movie)-[:HAS_TAGS]->(t:Tag)
WHERE t.name = 'overpopulation'
RETURN m.name"
